Id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genres,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,averageRating
1049,tvEpisode,The Gentle Ones,The Gentle Ones,0,1967,,60.0,Harry Harris,46,1922.0,2009.0,"director,editor,producer",Frank Chase,1923.0,2004.0,"writer,actor",15,"['Western', None, None]",37.0,1,-1,TW,MC,33848,8.3
1050,tvSeries,Quantum Earth,Quantum Earth,0,2016,,,Frederic Eger,28,1975.0,,"producer,writer,director",Frederic Eger,1975.0,,"producer,writer,director",13,"['Documentary', 'News', 'Reality-TV']",22.0,1,3692,SJ,SK,7160,8.2
1051,movie,Madly in Love,Madly in Love,0,2010,,,Anna Luif,46,1972.0,,"director,sound_department,writer",Elke Rössler,1969.0,,"writer,director",13,"['Comedy', 'Musical', 'Romance']",3.0,0,-1,FM,BQ,62640,6.2
1052,tvEpisode,Rock Enroll,Rock Enroll,0,2013,,22.0,Bob Koherr,48,,,"director,actor,producer",Phil Baker,,,"producer,writer,miscellaneous",11,"['Comedy', 'Drama', 'Family']",13.0,1,95,CV,RO,46717,8.4
1053,movie,Le coeur à l'ouvrage,Le coeur à l'ouvrage,0,2000,,97.0,Laurent Dussaux,53,,,"director,writer,actor",Tonino Benacquista,1961.0,,"writer,actor",20,"['Comedy', 'Drama', None]",15.0,1,2357,DM,,36725,5.4
1054,tvEpisode,The Blind Spot in the Karaoke Box: Part 1,The Blind Spot in the Karaoke Box: Part 1,0,2008,,,Hirohito Ochi,14,,,"director,art_department,assistant_director",Gosho Aoyama,1963.0,,"writer,animation_department",41,"['Animation', 'Comedy', 'Crime']",11.0,1,786,JO,UY,7214,6.3
1055,short,Get Lost,Get Lost,0,1956,,7.0,Paul J. Smith,35,1906.0,1980.0,"director,animation_department,soundtrack",Jack Cosgriff,,,writer,8,"['Animation', 'Comedy', 'Family']",34.0,1,-1,TR,CY,4184,6.4
1056,movie,Some Came Running,Some Came Running,0,1958,,137.0,Vincente Minnelli,4882,1903.0,1986.0,"director,miscellaneous,music_department",James Jones,1921.0,1977.0,"writer,actor,soundtrack",17,"['Drama', 'Romance', None]",3040.0,0,2355,PW,BS,26597,7.4
1057,short,An Eye for an Eye,An Eye for an Eye,0,2004,,18.0,Matt Aaron Krinsky,7,1978.0,,"director,writer,producer",Carlo Caccavale,,,"producer,writer,director",17,"['Drama', 'Short', None]",1.0,1,-1,CF,BO,16638,5.4
1058,movie,Blagorodnyy razboynik Vladimir Dubrovskiy,Blagorodnyy razboynik Vladimir Dubrovskiy,0,1990,,104.0,Vyacheslav Nikiforov,80,1942.0,,"director,writer",Alexander Pushkin,1799.0,1837.0,"writer,soundtrack",41,"['Drama', 'History', None]",33.0,1,2160,TK,SJ,10216,7.1
1059,tvEpisode,¿Cuánto te acuestas?,¿Cuánto te acuestas?,0,2000,,,Arantxa Écija,9,,,"producer,director,miscellaneous",Piedad Sancristóval,,,"producer,writer",20,"['Comedy', None, None]",6.0,1,7656,SJ,GH,16222,7.1
1060,short,Best If Used By,Best If Used By,0,2013,,23.0,Aemilia Scott,20,,,"actress,director,writer",Aemilia Scott,,,"actress,director,writer",15,"['Comedy', 'Drama', 'Romance']",3.0,0,6112,KR,GN,35516,5.7
1061,tvEpisode,Pilot,Pilot,0,2014,,,Victor Nelli Jr.,148,,,"director,cinematographer,camera_department",Justin Halpern,,,"producer,writer,director",5,"['Comedy', None, None]",54.0,0,5251,AI,IT,53202,8.0
1062,movie,Summerfield,Summerfield,0,1977,,95.0,Ken Hannam,219,1929.0,2004.0,"director,producer",Cliff Green,1934.0,,"writer,editor",11,"['Drama', 'Mystery', None]",107.0,1,8652,ZW,MC,53340,7.0
1063,short,5 Thrills,5 grøss fra Vestlandet,0,2007,,40.0,Therese Jacobsen,8,,,"director,editorial_department",Pål Jackman,1967.0,,"director,writer,composer",22,"['Horror', 'Short', 'Thriller']",3.0,0,5248,CI,NG,61940,5.4
1064,tvSeries,Unhitched,Unhitched,0,2008,2008.0,30.0,Arlene Sanford,814,,,"director,writer,producer",Mike Bernier,,,"writer,producer",9,"['Comedy', None, None]",495.0,1,2089,MG,KH,13738,5.3
1065,video,The Incredible Hulk XXX: A Porn Parody,The Incredible Hulk XXX: A Porn Parody,1,2011,,252.0,B. Skow,67,,,"director,camera_department,writer",David Stanley,,,"writer,director,actor",38,"['Adult', None, None]",54.0,1,3622,TD,BY,47729,7.0
1066,short,The Five Wives & Lives of Melvyn Pfferberg,The Five Wives & Lives of Melvyn Pfferberg,0,2016,,17.0,Damian Samuels,19,,,"actor,writer,producer",Mark Eccleston,,,"writer,director,actor",42,"['Comedy', 'Fantasy', 'Romance']",6.0,1,236,IR,VG,58633,8.3
1067,short,Podarok dlya slona,Podarok dlya slona,0,1984,,10.0,Yuriy Butyrin,41,1930.0,2016.0,"animation_department,director,writer",Aleksandr Kostinskiy,,,writer,18,"['Animation', 'Short', None]",28.0,0,264,CC,AE,62406,7.0
1068,movie,The Perils of Pauline,The Perils of Pauline,0,1947,,96.0,George Marshall,854,1891.0,1975.0,"director,writer,actor",P.J. Wolfson,1903.0,1979.0,"producer,writer,director",21,"['Biography', 'Comedy', 'Musical']",602.0,0,316,TJ,NP,61574,6.5
1069,tvEpisode,Remote Control Broccoli,Remote Control Broccoli,0,2013,,23.0,Danny J. Boyle,19,,,"director,producer,writer",Alejandro Bien-Willner,,,"writer,miscellaneous,actor",23,"['Comedy', 'Family', None]",8.0,0,-1,BO,GU,45230,3.7
1070,short,58 másodperc,58 másodperc,0,1964,,15.0,Lívia Gyarmathy,6,1932.0,,"director,writer,assistant_director",Lívia Gyarmathy,1932.0,,"director,writer,assistant_director",12,"['Short', None, None]",3.0,1,5163,IE,GW,5449,5.8
1071,video,"Kids' Ten Commandments: Stolen Jewels, Stolen Hearts","Kids' Ten Commandments: Stolen Jewels, Stolen Hearts",0,2003,,,Ken C. Johnson,10,,,"writer,producer,director",Libby Hinson,,,"writer,sound_department",52,"['Animation', 'Short', None]",10.0,0,4660,AM,KG,23432,6.2
1072,movie,How to Meet Girls from a Distance,How to Meet Girls from a Distance,0,2012,,85.0,Dean Hewison,327,,,"director,writer,visual_effects",Dean Hewison,,,"director,writer,visual_effects",33,"['Comedy', None, None]",18.0,1,9965,UZ,IO,41437,6.0
1073,movie,Noora (The Kiss of Life),Noora,0,2003,,83.0,Mahmoud Shoolizadeh,78,,,"writer,director,sound_department",Mahmoud Shoolizadeh,,,"writer,director,sound_department",5,"['Drama', 'Family', None]",65.0,0,2243,MC,NL,51219,6.8
1074,short,The Bleeder,The Bleeder,0,2007,,13.0,Ian Cook,5,,,"camera_department,cinematographer,director",Ian Cook,,,"camera_department,cinematographer,director",11,"['Short', None, None]",5.0,0,2316,KR,DK,17912,8.0
1075,movie,Malli,Malli,0,1998,,90.0,Santosh Sivan,41,,,"cinematographer,director,producer",Ravi Deshpande,,,"writer,special_effects,assistant_director",5,"['Drama', None, None]",2.0,0,8271,DZ,ML,31820,7.9
1076,tvEpisode,Strange Territory,Strange Territory,0,1997,,95.0,Peter Edwards,11,,2016.0,"producer,director,miscellaneous",David Joss Buckley,1948.0,,"writer,actor,producer",17,"['Crime', 'Drama', None]",2.0,0,-1,PH,SE,8960,7.6
1077,tvEpisode,The Girl in Chair Nine,The Girl in Chair Nine,0,1969,,60.0,Gene Nelson,18,1920.0,1996.0,"director,actor,soundtrack",William Bast,1931.0,2015.0,"writer,producer,miscellaneous",22,"['Action', 'Crime', 'Drama']",10.0,1,2179,AS,SA,4338,7.6
1078,tvEpisode,"Go Hollywood, Part 2","Go Hollywood, Part 2",0,2015,,,Jonathan Judge,21,,,"director,producer,miscellaneous",Michael Feldman,,,"producer,writer,miscellaneous",20,"['Comedy', 'Family', None]",20.0,1,6499,GH,IE,61529,6.6
1079,movie,Rubble Kings,Rubble Kings,0,2010,,71.0,Shan Nicholson,1006,,,"director,producer,writer",Shan Nicholson,,,"director,producer,writer",12,"['Biography', 'Documentary', 'History']",735.0,0,-1,SM,MN,41807,7.1
1080,short,Toru,Toru,0,2017,,14.0,Scott Rashap,5,,,"writer,director,producer",Jonathan Minard,,,"director,writer,cinematographer",4,"['Sci-Fi', 'Short', None]",3.0,0,2398,VI,ZW,49743,7.8
1081,short,Despair,Despair,0,2011,,10.0,Richard J. Stachura,6,,,"director,writer,producer",Richard J. Stachura,,,"director,writer,producer",7,"['Drama', 'Short', None]",1.0,1,913,MT,CL,35589,5.5
1082,short,What Have We Done,What Have We Done,0,2013,,18.0,Keven Albers,7,,,"visual_effects,editor,actor",Melissa Rainsforth,,,"writer,producer",17,"['Drama', 'Fantasy', 'Short']",6.0,1,7183,MR,TN,20347,7.0
1083,movie,Brundavanam,Brundavanam,0,1992,,153.0,Sigitham Srinivasa Rao,60,1931.0,,"director,writer,actor",Raavi Kondala Rao,1931.0,,"actor,writer,producer",11,"['Comedy', 'Drama', None]",20.0,0,8764,SX,SZ,10188,6.8
1084,movie,The Mare,Madian,0,1986,,100.0,Ali Zhekan,34,,,"writer,director,producer",Ali Zhekan,,,"writer,director,producer",6,"['Drama', None, None]",3.0,1,8338,SY,SI,46841,7.2
1085,movie,Monday Nights at Seven,Monday Nights at Seven,0,2016,,109.0,Marty Sader,10,,,"director,actor,writer",Laura Keys,,,"writer,actress,producer",22,"['Drama', 'Family', 'Romance']",5.0,0,4190,RO,CD,53639,7.2
1086,tvEpisode,The Great Mayoralty Campaign,The Great Mayoralty Campaign,0,1970,,30.0,Richard L. Bare,17,1913.0,2015.0,"director,writer,producer",Jay Sommers,1917.0,1985.0,"writer,producer,miscellaneous",28,"['Comedy', 'Family', None]",13.0,1,5489,BJ,GA,52967,7.7
1087,movie,Beyond the Shield,Beyond the Shield,0,2017,,90.0,Michael G. Barrett Jr.,5,,,"director,writer,producer",Michael G. Barrett Jr.,,,"director,writer,producer",17,"['Family', None, None]",0.0,0,-1,NG,RW,25408,6.8
1088,movie,Jeene Nahi Doonga,Jeene Nahi Doonga,0,1984,,133.0,Rajkumar Kohli,44,1930.0,,"director,producer,actor",Inder Raj Anand,,1987.0,"writer,director",17,"['Action', None, None]",40.0,0,8072,MS,PG,547,5.8
1089,short,Of Cash and Hash,Of Cash and Hash,0,1955,,16.0,Jules White,185,1900.0,1985.0,"producer,director,actor",Jack White,1897.0,1984.0,"producer,writer,director",16,"['Comedy', 'Short', None]",98.0,1,7245,BV,MH,55393,7.7
1090,movie,Ghosts,Ghosts,0,1997,,60.0,Ryan Cunningham,5,1980.0,,"director,actor",Henrik Ibsen,1828.0,1906.0,writer,6,"[nan, None, None]",3.0,0,1946,TR,MC,34959,4.8
1091,short,My Birthday Cake,My Birthday Cake,0,1991,,4.0,Whitney Ransick,5,,,"director,producer,writer",Whitney Ransick,,,"director,producer,writer",16,"['Short', None, None]",4.0,1,-1,TW,CD,35302,7.7
1092,tvEpisode,Stimpy's Pet/Ren's Brain,Stimpy's Pet/Ren's Brain,0,1995,,30.0,Chris Reccardi,39,1964.0,,"art_department,animation_department,music_department",Jim Gomez,,,"animation_department,director,writer",24,"['Animation', 'Comedy', None]",35.0,0,-1,FO,RW,51435,8.1
1093,tvEpisode,The Last Airbender,The Last Airbender,0,2011,,,Eric Rodriguez,5,,,"actor,writer,producer",Eric Rodriguez,,,"actor,writer,producer",18,"['Action', 'Comedy', None]",3.0,0,555,NC,JM,10440,7.8
1094,movie,December 7th: The Movie,December 7th: The Movie,0,1943,,82.0,John Ford,593,1894.0,1973.0,"director,producer,writer",Budd Schulberg,1914.0,2009.0,"writer,producer,soundtrack",23,"['Action', 'History', 'War']",156.0,0,3991,ST,CL,30388,6.8
1095,movie,The Mysterious Death of Pérola,A Misteriosa Morte de Pérola,0,2014,,62.0,Ticiana Augusto Lima,48,,,"producer,production_manager,director",Ticiana Augusto Lima,,,"producer,production_manager,director",28,"['Fantasy', 'Mystery', 'Thriller']",8.0,0,9164,HK,MK,44379,8.0
1096,tvEpisode,Stuck with a Dangerous House,Stuck with a Dangerous House,0,2017,,23.0,David Kendall,16,,,"producer,writer,director",Alison Brown,1980.0,,"writer,miscellaneous,producer",28,"['Comedy', 'Family', None]",8.0,1,824,AZ,PW,24949,6.6
1097,tvSeries,Alfred Hitchcock Presents,Alfred Hitchcock Presents,0,1955,1962.0,25.0,Robert Stevens,12184,1920.0,1989.0,"director,producer,writer",Robert Blees,1918.0,2015.0,"writer,producer,miscellaneous",25,"['Crime', 'Drama', 'Mystery']",6802.0,0,7117,PE,NR,56736,8.5
1098,short,Shipwrecked,Shipwrecked,0,2006,,10.0,Devon Bolton,17,1972.0,,"director,writer,cinematographer",Devon Bolton,1972.0,,"director,writer,cinematographer",11,"['Fantasy', 'Short', None]",17.0,0,7962,CY,SD,40188,7.8
1099,movie,Call for Fire,Call for Fire,0,2017,,102.0,Sean Kinney,9,,,"stunts,actor,miscellaneous",Steve Barrons,,,"producer,actor,writer",13,"['War', None, None]",6.0,1,5697,YT,TJ,59263,7.7
1100,tvEpisode,Star Quality,Star Quality,0,1983,,60.0,Gwen Arner,15,1932.0,,"director,actress",Christopher Gore,1944.0,1988.0,"writer,miscellaneous",12,"['Drama', 'Music', 'Musical']",5.0,1,2109,RE,GQ,61462,6.0
1101,tvEpisode,Episode #1.1,Episode #1.1,0,2015,,,Robert Stromberg,14,,,"visual_effects,director,producer",Christopher Kubasik,1963.0,,"writer,actor,director",12,"['Adventure', 'Fantasy', None]",3.0,1,4005,UY,JM,12487,6.8
1102,tvEpisode,Flucht nach vorn,Flucht nach vorn,0,2006,,44.0,Frank Gotthardy,6,,,"director,assistant_director,actor",Thomas Frydetzki,1963.0,,"writer,director",16,"['Drama', None, None]",2.0,0,-1,LT,VE,7333,3.6
1103,movie,Fotografías,Fotografías,0,2007,,110.0,Andrés Di Tella,20,,,"director,writer,producer",Andrés Di Tella,,,"director,writer,producer",11,"['Documentary', None, None]",15.0,1,3254,BV,MC,11350,7.1
1104,movie,Halfway to Zen,Halfway to Zen,0,2016,,96.0,John Adams,7,,,"sound_department,director,actor",John Adams,,,"sound_department,director,actor",14,"['Drama', None, None]",4.0,1,4123,MW,IN,39657,6.0
1105,tvEpisode,Episode #1.12,Episode #1.12,0,2008,,,Ron de Moraes,7,,,"director,producer",Jonathan Bourne,1971.0,,"producer,writer,miscellaneous",13,"['Game-Show', 'Reality-TV', None]",6.0,1,8379,LI,TJ,32429,5.0
1106,movie,Sjöcharmörer,Sjöcharmörer,0,1939,,86.0,Gösta Rodin,19,1902.0,1982.0,"writer,director,editor",Sölve Cederstrand,1900.0,1954.0,"writer,director,soundtrack",12,"['Comedy', None, None]",15.0,1,9499,IL,FO,37016,5.5
1107,tvSeries,Me llaman Lolita,Me llaman Lolita,0,1999,,60.0,Luis Alberto Restrepo,30,1956.0,,"director,producer,production_manager",Juan Francisco Domínguez,,,"writer,actor,director",16,"['Drama', None, None]",19.0,1,9205,EG,SD,12711,8.3
1108,movie,L.A. on $5 a Day,L.A. on $5 a Day,0,1989,,,Todd Hughes,21,1963.0,,"producer,writer,director",Todd Hughes,1963.0,,"producer,writer,director",16,"[nan, None, None]",8.0,0,1187,WF,HT,47669,7.6
1109,tvEpisode,I'm Gonna Need a Big Night Light,I'm Gonna Need a Big Night Light,0,2010,,44.0,Artie Mandelberg,56,,,"producer,director,editor",Nancy Miller,,,"producer,writer",32,"['Drama', 'Fantasy', None]",4.0,1,9972,KE,CN,30347,8.7
1110,tvEpisode,Espíritu dividido,Espíritu dividido,0,2012,,,Belén Macías,6,1970.0,,"director,writer,assistant_director",Jed Seidel,,,"producer,writer,miscellaneous",17,"['Drama', 'Fantasy', None]",5.0,0,2171,BI,JE,1222,4.7
1111,movie,Rocky Mountain,Rocky Mountain,0,1950,,83.0,William Keighley,789,1889.0,1984.0,"director,miscellaneous,actor",Winston Miller,1910.0,1994.0,"producer,writer,actor",14,"['Action', 'Adventure', 'Western']",444.0,1,3697,JP,UA,54909,6.8
1112,tvMovie,45/85,45/85,0,1985,,180.0,Roger Goodman,8,,,"director,assistant_director,producer",David Bohrman,1954.0,,"producer,miscellaneous,writer",5,"['Documentary', None, None]",3.0,1,3564,OM,GY,19312,8.2
1113,tvEpisode,Episode #1.5,Episode #1.5,0,2017,,44.0,Andrea Harkin,32,,,"director,writer,producer",Jess Brittain,,,"writer,producer",12,"['Drama', 'Thriller', None]",28.0,1,9538,KR,GN,39412,8.4
1114,tvEpisode,"Who, What, Where, Wendigo?","Who, What, Where, Wendigo?",0,2011,,44.0,Lee Rose,306,,,"director,producer,writer",Stephen King,1947.0,,"writer,producer,actor",26,"['Crime', 'Drama', 'Fantasy']",239.0,0,-1,PA,SB,35802,8.0
1115,tvEpisode,Maigo no Miranda,Maigo no Miranda,0,2007,,30.0,Todd Haberkorn,8,1982.0,,"actor,director,sound_department",Andrew Rye,1978.0,,"writer,miscellaneous,producer",16,"['Action', 'Adventure', 'Animation']",6.0,0,5761,ID,CV,51084,6.6
1116,movie,La Sabina,La Sabina,0,1979,,106.0,José Luis Borau,53,1929.0,2012.0,"writer,director,actor",José Luis Borau,1929.0,2012.0,"writer,director,actor",9,"['Drama', None, None]",7.0,0,9849,PG,GE,53558,5.8
1117,short,The Devil's Swindle,The Devil's Swindle,0,2016,,6.0,Michael J.R. Warren,6,,,"miscellaneous,director,editor",Michael J.R. Warren,,,"miscellaneous,director,editor",19,"['Animation', 'Fantasy', 'Short']",3.0,1,4092,MP,PH,51515,8.8
1118,movie,Ling huan xiao jie,Ling huan xiao jie,0,1988,,,Hark-On Fung,7,1948.0,2016.0,"actor,stunts,director",Chi-Ming Pang,,,"writer,assistant_director,production_manager",18,"['Horror', None, None]",7.0,0,6000,TO,CF,15609,4.7
1119,short,Civvy Street,Civvy Street,0,2014,,,Josh Trett,53,1993.0,,"director,actor,writer",Josh Trett,1993.0,,"director,actor,writer",12,"['Drama', 'Short', None]",4.0,0,1889,MO,BM,13627,5.6
1120,short,Unmasked,Unmasked,0,2009,,6.0,Nick Denman,5,,,"producer,director,actor",Nick Denman,,,"producer,director,actor",8,"['Short', None, None]",1.0,0,8596,CG,MV,39193,6.8
1121,tvMovie,Answered by Fire,Answered by Fire,0,2006,,190.0,Jessica Hobbs,223,,,"director,assistant_director,producer",Barbara Samuels,,,"writer,producer,miscellaneous",16,"['Drama', None, None]",45.0,1,4988,SA,TZ,29105,7.7
1122,tvMovie,Dulsineya Tobosskaya,Dulsineya Tobosskaya,0,1980,,134.0,Svetlana Druzhinina,51,1936.0,,"director,writer,actress",Aleksandr Volodin,1919.0,2001.0,"writer,director",20,"['Musical', 'Romance', None]",9.0,1,3256,ZM,CW,53885,6.4
1123,tvEpisode,Traction,Traction,0,2004,,20.0,Sam Liu,127,,,"director,art_department,animation_department",Bob Kane,1915.0,1998.0,"writer,miscellaneous,art_department",8,"['Action', 'Adventure', 'Animation']",104.0,1,2639,VU,GW,25144,7.7
1124,tvEpisode,Brother's Keeper,Brother's Keeper,0,2001,,60.0,Constantine Makris,136,,,"director,cinematographer,camera_department",Dick Wolf,1946.0,,"writer,producer,miscellaneous",16,"['Crime', 'Drama', 'Mystery']",71.0,0,5747,CR,GS,1832,8.1
1125,short,Dos reinas,Dos reinas,0,1993,,14.0,Cecilia Barriga,5,1957.0,,"director,writer,camera_department",Cecilia Barriga,1957.0,,"director,writer,camera_department",10,"['Documentary', 'Short', None]",2.0,0,3863,SC,IM,18963,8.2
1126,tvEpisode,Sqweegel,Sqweegel,0,2010,,60.0,Jeffrey G. Hunt,605,1973.0,,"camera_department,director,assistant_director",Anthony E. Zuiker,1968.0,,"writer,producer,actor",8,"['Crime', 'Drama', 'Mystery']",370.0,1,-1,BY,GQ,29145,8.3
1127,videoGame,Arcane Sorcery,Arcane Sorcery,0,2015,,,Andrew Rowe,12,,,"director,writer,editor",Andrew Rowe,,,"director,writer,editor",14,"['Fantasy', None, None]",11.0,1,9469,GH,PM,45346,8.2
1128,video,Serdar Somuncu: H2 Universe - Die Machtergreifung,Serdar Somuncu: H2 Universe - Die Machtergreifung,0,2016,,78.0,Ingo Schmoll,15,1970.0,,"director,actor,cinematographer",Serdar Somuncu,1968.0,,"actor,director,writer",49,"['Comedy', None, None]",11.0,1,1251,SL,MP,14922,7.5
1129,tvEpisode,Hatchlings,Hatchlings,0,2015,,41.0,Robert Lieberman,428,,,"director,producer,writer",Robert Rodat,1953.0,,"writer,producer,director",10,"['Action', 'Adventure', 'Drama']",47.0,1,6867,VE,NL,39798,7.9
1130,tvEpisode,Phil Collins -darra,Phil Collins -darra,0,2007,,,Atte Järvinen,20,,,"writer,director,soundtrack",Atte Järvinen,,,"writer,director,soundtrack",19,"['Animation', 'Comedy', 'Crime']",12.0,0,-1,ZA,MP,59069,8.8
1131,tvMovie,La république des enfants,La république des enfants,0,2011,,100.0,Jacques Fansten,11,1946.0,,"director,writer,producer",Leïla Senati,,,"art_director,writer,director",25,"['Drama', None, None]",6.0,0,-1,MR,HT,17695,6.0
1132,tvSeries,The Voice,The Voice,0,2011,,60.0,Alan Carter,10654,,,"director,editor,producer",Michael Tiberi,,,"miscellaneous,writer",9,"['Game-Show', 'Music', 'Reality-TV']",720.0,0,3950,IQ,,669,6.5
1133,short,Carnaval,Carnaval,0,1990,,26.0,Arnaldo Jabor,11,1940.0,,"writer,director,producer",Arnaldo Jabor,1940.0,,"writer,director,producer",8,"['Drama', 'Short', None]",1.0,0,7988,SM,GE,14096,4.0
1134,tvEpisode,Alter Ego,Alter Ego,0,2012,,90.0,Thomas Jauch,160,1958.0,,"director,assistant_director,production_manager",Jürgen Werner,1963.0,,writer,9,"['Crime', 'Drama', None]",77.0,0,5667,BW,YT,13519,6.4
1135,tvEpisode,Episode #1.5,Episode #1.5,0,2015,,,Dae Yoon Jung,7,,,director,Sung-hee Jo,,,writer,12,"['Comedy', 'Romance', None]",5.0,1,1564,BN,RO,23139,7.7
1136,movie,The Living Coffin,El grito de la muerte,0,1959,,72.0,Fernando Méndez,139,1908.0,1966.0,"director,writer,producer",Ramón Obón,1918.0,1965.0,"writer,director",21,"['Horror', 'Mystery', 'Thriller']",76.0,0,4764,SD,NE,60762,5.3
1137,tvEpisode,Downtown Odds,Downtown Odds,0,2015,,42.0,Brad Tanenbaum,167,,,"producer,director,visual_effects",John Rogers,,,"writer,producer,director",13,"['Action', 'Crime', 'Drama']",91.0,0,1589,KW,ET,50345,7.8
1138,tvEpisode,Between a Rock and a Hard Place,Between a Rock and a Hard Place,0,2016,,22.0,T.J. Sullivan,50,1973.0,,"director,animation_department,actor",F.M. De Marco,,,"writer,producer,director",31,"['Adventure', 'Animation', 'Comedy']",22.0,0,3086,LV,VG,9969,8.3
1139,tvEpisode,Episode #1.7,Episode #1.7,0,2004,,,Hazel Pleysier,6,,,director,Tom Bevernage,,,writer,12,"['Comedy', None, None]",3.0,1,1630,KG,ZM,49929,8.3
1140,tvMiniSeries,Crimson Wedding,Noces Rouges,0,2018,,,Marwen Abdallah,15,,,"assistant_director,director",Bruno Dega,,,"writer,actor,director",12,"['Drama', None, None]",12.0,0,8839,UM,AI,42378,7.2
1141,tvEpisode,The Mission,The Mission,0,1986,,49.0,Don Medford,22,1917.0,2012.0,"director,producer,writer",Edward DeBlasio,1927.0,2015.0,"writer,miscellaneous,producer",11,"['Drama', 'Romance', None]",14.0,0,672,RU,BA,23949,6.8
1142,tvEpisode,Dividing Lines,Dividing Lines,0,2015,,6.0,Spencer Maybee,17,1977.0,,"director,actor,miscellaneous",Jordan Hall,,,"writer,producer",14,"['Comedy', 'Fantasy', 'Short']",14.0,1,-1,BZ,TR,60738,9.3
1143,tvEpisode,"Welcome Back, Carter","Welcome Back, Carter",0,2009,,50.0,Matthew Diamond,350,,,"director,producer,miscellaneous",Andrew Cosby,,,"writer,producer,miscellaneous",20,"['Adventure', 'Comedy', 'Drama']",161.0,0,351,PE,BL,46069,8.2
1144,movie,Amsterdam Affair,Amsterdam Affair,0,1968,,90.0,Gerry O'Hara,16,1924.0,,"assistant_director,miscellaneous,director",Nicolas Freeling,1927.0,2003.0,writer,16,"['Mystery', None, None]",9.0,0,815,CA,SR,40791,5.2
1145,movie,He's Out There,He's Out There,0,2018,,89.0,Quinn Lasher,463,,,director,Mike Scannell,,,"producer,writer,cinematographer",14,"['Horror', 'Thriller', None]",320.0,1,9652,BD,AD,13143,5.2
1146,tvEpisode,Avsnitt 54,Avsnitt 54,0,1996,,,Magnus Skogsberg,5,1961.0,,"actor,director",Peter Emanuel Falck,1952.0,,"writer,producer,miscellaneous",10,"['Drama', None, None]",2.0,1,816,LU,CF,27380,4.6
1147,tvEpisode,What's Wrong with This Episode II,What's Wrong with This Episode II,0,1999,,,Gerry Cohen,34,,,"director,miscellaneous,assistant_director",Drew Carey,1958.0,,"actor,writer,producer",33,"['Comedy', 'Drama', None]",22.0,0,2363,IO,ID,16635,7.2
1148,tvEpisode,The Portrait,The Portrait,0,1959,,25.0,Boris Sagal,34,1923.0,1981.0,"director,writer,producer",Blake Edwards,1922.0,2010.0,"writer,producer,director",12,"['Action', 'Crime', 'Drama']",17.0,1,3570,AQ,UA,24868,7.8
1149,short,Exitus,Exitus,0,2013,,17.0,József Gallai,49,1988.0,,"writer,actor,director",József Gallai,1988.0,,"writer,actor,director",6,"['Drama', 'Mystery', 'Short']",30.0,0,3878,FM,NC,17659,8.1
1150,movie,Kader böyle istedi,Kader böyle istedi,0,1968,,84.0,Lütfi Akad,62,1916.0,2011.0,"director,writer,editor",Lütfi Akad,1916.0,2011.0,"director,writer,editor",18,"['Drama', 'Romance', None]",35.0,1,4206,TT,IL,28257,7.3
1151,movie,Dragon Seed,Dragon Seed,0,1944,,148.0,Jack Conway,971,1887.0,1952.0,"director,actor,producer",Pearl S. Buck,1892.0,1973.0,"writer,actress,producer",11,"['Drama', 'History', 'War']",336.0,0,7021,CC,RS,8171,6.1
1152,movie,The Snow Bunnies,The Snow Bunnies,0,1972,,86.0,Stephen C. Apostolof,56,1928.0,2005.0,"director,producer,writer",Stephen C. Apostolof,1928.0,2005.0,"director,producer,writer",16,"['Comedy', None, None]",50.0,0,3004,BR,CG,57852,5.2
1153,short,Okhotnik Fyodor,Okhotnik Fyodor,0,1938,,12.0,Aleksandr Ivanov,5,1898.0,1984.0,"director,writer,producer",Dmitriy Tarasov,1911.0,,writer,15,"['Animation', 'Short', None]",4.0,0,7774,NP,TV,41480,5.1
1154,movie,Stürme der Leidenschaft,Stürme der Leidenschaft,0,1932,,101.0,Robert Siodmak,15,1900.0,1973.0,"director,writer,producer",Robert Liebmann,1890.0,1942.0,"writer,soundtrack,miscellaneous",23,"['Crime', 'Drama', None]",6.0,1,477,AU,AX,57958,7.2
1155,tvEpisode,Truffled Mac and Cheese,Truffled Mac and Cheese,0,2014,,25.0,Matthew Saville,167,,,"director,miscellaneous,writer",Josh Thomas,1987.0,,"writer,actor,producer",23,"['Comedy', 'Drama', 'Romance']",158.0,0,8075,MH,DM,19697,8.5
1156,tvEpisode,The 'C' Word,The 'C' Word,0,1992,,,J.D. Lobue,5,,,"director,assistant_director,producer",Andrew Guerdat,,,"writer,producer,miscellaneous",12,"['Comedy', None, None]",4.0,0,-1,LC,ID,4779,6.3
1157,tvEpisode,Fred's Treasure Garden,Fred's Treasure Garden,0,1974,,30.0,Herbert Kenwith,42,1917.0,2008.0,"director,producer,miscellaneous",Ilunga Adell,1948.0,,"writer,miscellaneous,producer",22,"['Comedy', None, None]",41.0,0,1650,BM,PW,20604,7.6
